pathway,from_region,to_region,from_country,to_country,max_flow,max_counter_flow,voltage,distance,year_planned,source_1,source_2,assumptions,other_notes
TRNFRAXXLUXXX,FRAXX,LUXXX,FRA,LUX,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNGABXXGNQXX,GABXX,GNQXX,GAB,GNQ,0,0,-,-,-,https://www.seetao.com/details/214749.html,-,-,"Contract signed as of 20/05/2023 for the power grid interconnection project between Equatorial Guinea and Gabon by ministry officals. However no specifics regarding MW, voltage found."
TRNGBRXXIRLXX,GBRXX,IRLXX,GBR,IRL,1120,1120,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNGBRXXIRLXX,GBRXX,IRLXX,GBR,IRL,1250,1250,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNGBRXXISLXX,GBRXX,ISLXX,GBR,ISL,0,0,-,-,-,https://www.ruv.is/frettir/innlent/saestrengur-ekki-lengur-samkeppnishaefur,-,-,Plans for the ICELINK interconnector linking Iceland and Scotland are currently on-hold.
TRNGBRXXNLDXX,GBRXX,NLDXX,GBR,NLD,2000,2000,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNGBRXXNORXX,GBRXX,NORXX,GBR,NOR,1400,1400,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNGEOXXRUSSO,GEOXX,RUSSO,GEO,RUS,1000,1000,500,13,2030,https://www.gse.com.ge/sw/static/file/TYNDP_GE-2023-2033_ENG_corr.PDF,-,-,-
TRNGEOXXTURXX,GEOXX,TURXX,GEO,TUR,1050,1050,400,150,2025,https://www.gse.com.ge/sw/static/file/TYNDP_GE-2023-2033_ENG_corr.PDF,-,-,-
TRNGHAXXTGOXX,GHAXX,TGOXX,GHA,TGO,0,0,-,-,-,https://www.ecowapp.org/sites/default/files/wapp_2020-2023_business_plan_0.pdf,-,-,-
TRNGINXXGNBXX,GINXX,GNBXX,GIN,GNB,800,800,225,-,-,https://www.ecowapp.org/sites/default/files/wapp_2020-2023_business_plan_0.pdf,"https://www.constructafrica.com/news/west-african-interconnected-grid-nears-completion#:~:text=OMVG%20Interconnection%20Line%20map&text=Guinea%3A%20575km%20of%20lines%2C%20five,load%20dispatching%20centre%20at%20Tambacounda.",-,Planned capacity is in reference to 225 kV OMVG Interconnection Line
TRNGINXXLBRXX,GINXX,LBRXX,GIN,LBR,290,290,225,-,-,https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-F00-058,-,-,Planned capacity is in reference to CLSG Interconnection.
TRNGINXXMLIXX,GINXX,MLIXX,GIN,MLI,500,500,225,714,-,https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-FA0-149,https://www.afdb.org/fileadmin/uploads/afdb/Documents/Project-and-Operations/Multinational_-_225_KV_Guinea-Mali_Electricity_Interconnection_Project.pdf,-,-
TRNGINXXSENXX,GINXX,SENXX,GIN,SEN,800,800,225,-,-,https://www.ecowapp.org/sites/default/files/wapp_2020-2023_business_plan_0.pdf,"https://www.constructafrica.com/news/west-african-interconnected-grid-nears-completion#:~:text=OMVG%20Interconnection%20Line%20map&text=Guinea%3A%20575km%20of%20lines%2C%20five,load%20dispatching%20centre%20at%20Tambacounda.",-,Planned capacity is in reference to 225 kV OMVG Interconnection Line
TRNGINXXSLEXX,GINXX,SLEXX,GIN,SLE,290,290,225,-,-,"https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-F00-058#:~:text=Project%20General%20Description,networks%20of%20the%20four%20countries.",-,-,Planned capacity is in reference to (CLSG) Electricity Networks Interconnection Project
TRNGMBXXSENXX,GMBXX,SENXX,GMB,SEN,800,800,225,-,-,https://www.ecowapp.org/sites/default/files/wapp_2020-2023_business_plan_0.pdf,"https://www.constructafrica.com/news/west-african-interconnected-grid-nears-completion#:~:text=OMVG%20Interconnection%20Line%20map&text=Guinea%3A%20575km%20of%20lines%2C%20five,load%20dispatching%20centre%20at%20Tambacounda.",-,Planned capacity is in reference to - 225KV OMVG Senegal–The Gambia–Guinea Bissau–Guinea Interconnection Project
TRNGNBXXSENXX,GNBXX,SENXX,GNB,SEN,800,800,225,-,-,https://www.ecowapp.org/sites/default/files/wapp_2020-2023_business_plan_0.pdf,"https://www.constructafrica.com/news/west-african-interconnected-grid-nears-completion#:~:text=OMVG%20Interconnection%20Line%20map&text=Guinea%3A%20575km%20of%20lines%2C%20five,load%20dispatching%20centre%20at%20Tambacounda.",-,Planned capacity is in reference to - 225KV OMVG Senegal–The Gambia–Guinea Bissau–Guinea Interconnection Project
TRNGRCXXITAXX,GRCXX,ITAXX,GRC,ITA,500,500,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNGRCXXLBYXX,GRCXX,LBYXX,GRC,LBY,2000,2000,-,-,-,https://docstore.entsoe.eu/Documents/TYNDP%20documents/TYNDP%202016/projects/P0284.pdf,-,-,-
TRNGRCXXMKDXX,GRCXX,MKDXX,GRC,MKD,500,500,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNGRCXXTURXX,GRCXX,TURXX,GRC,TUR,600,600,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNGRLXXISLXX,GRLXX,ISLXX,GRL,ISL,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNGTMXXHNDXX,GTMXX,HNDXX,GTM,HND,300,300,230,-,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,Addition of second circuit on existing SIEPAC pathways is planned but no expected commissioning year as of now.
TRNGTMXXMEXXX,GTMXX,MEXXX,GTM,MEX,0,0,-,-,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,In the CIER document it is mentioned that additional capacity is being studied but no mentioning of capacities nor years. As of yet too preliminary to include.
TRNGTMXXSLVXX,GTMXX,SLVXX,GTM,SLV,300,300,230,-,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,Addition of second circuit on existing SIEPAC pathways is planned but no expected commissioning year as of now.
TRNGUFXXSURXX,GUFXX,SURXX,GUF,SUR,0,0,230,370,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-,"An interconnection between GUF and SUR is currently being studied as part of the 'Arco Norte' project, yet it is in an early stage and as of yet no data on transmission capacity can be found (only proposed voltage and length of the proposed pathway)."
TRNGUYXXSURXX,GUYXX,SURXX,GUY,SUR,0,0,230;230,400,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,https://www.offshore-technology.com/news/brazil-guyana-and-suriname-to-forge-energy-alliance/?cf-view,-,"An interconnection between GUY and SUR is currently being studied as part of the 'Arco Norte' project, yet it is in an early stage and as of yet no data on transmission capacity can be found (only proposed voltage and length of the proposed pathway)."
TRNGUYXXVENXX,GUYXX,VENXX,GUY,VEN,0,0,-,-,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-,No listed interconnector projects operating or planned in the CIER document.
TRNHNDXXNICXX,HNDXX,NICXX,HND,NIC,300,300,230,-,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,Addition of second circuit on existing SIEPAC pathways is planned but no expected commissioning year as of now.
TRNHNDXXSLVXX,HNDXX,SLVXX,HND,SLV,300,300,230,-,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,Addition of second circuit on existing SIEPAC pathways is planned but no expected commissioning year as of now.
TRNHRVXXHUNXX,HRVXX,HUNXX,HRV,HUN,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHRVXXMNEXX,HRVXX,MNEXX,HRV,MNE,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHRVXXSRBXX,HRVXX,SRBXX,HRV,SRB,600,600,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHRVXXSVNXX,HRVXX,SVNXX,HRV,SVN,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHUNXXROUXX,HUNXX,ROUXX,HUN,ROU,617,335,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHUNXXROUXX,HUNXX,ROUXX,HUN,ROU,1020,1734,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNHUNXXSRBXX,HUNXX,SRBXX,HUN,SRB,500,500,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHUNXXSVKXX,HUNXX,SVKXX,HUN,SVK,800,1300,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHUNXXSVNXX,HUNXX,SVNXX,HUN,SVN,1200,1200,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNHUNXXUKRXX,HUNXX,UKRXX,HUN,UKR,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNIDNJWIDNKA,IDNJW,IDNKA,IDN,IDN,0,0,-,-,-,https://iesr.or.id/wp-content/uploads/2019/04/COMS-PUB-0021_A-Roadmap-for-Indonesia_s-Power-Sector.pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,No mentioning of existing or planned transmission lines outside the Java-Sumatra-Nusa Tenggara boundaries.
TRNIDNJWIDNNU,IDNJW,IDNNU,IDN,IDN,1600,1600,500,220,-,https://iesr.or.id/wp-content/uploads/2019/04/COMS-PUB-0021_A-Roadmap-for-Indonesia_s-Power-Sector.pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,"Indicated transfer limit of 2000 MW between Bali and Java as of 2020 following the IESR study, however following the 2021-2030 National Electricity Supply Business Plan of the Indonesian government the new 500 kv, 220 km, 1600 MW project is still marked as in development with no indicated final completetion year. Existing capacity is therefore considered to be 400 MW.",-
TRNIDNJWIDNSM,IDNJW,IDNSM,IDN,IDN,3000,3000,500,1070,-,https://iesr.or.id/wp-content/uploads/2019/04/COMS-PUB-0021_A-Roadmap-for-Indonesia_s-Power-Sector.pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,"Indicated transfer limit of 3000 MW between Sumatra and Java as of 2024 following the IESR study, however following the 2021-2030 The National Electricity Supply Business Plan of the Indonesian government the project is still marked as in development. Further reports state that the project is considered a priority project within the upcoming 2024-2034 long-term electricity procurement plan (https://www.thejakartapost.com/business/2023/11/21/ri-eyes-building-java-sumatra-power-transmission-project-with-jetp-funding.html) however no confirmed completion year to be found as of yet. ",-
TRNIDNKAIDNSL,IDNKA,IDNSL,IDN,IDN,0,0,-,-,-,https://iesr.or.id/wp-content/uploads/2019/04/COMS-PUB-0021_A-Roadmap-for-Indonesia_s-Power-Sector.pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,No mentioning of existing or planned transmission lines outside the Java-Sumatra-Nusa Tenggara boundaries.
TRNIDNKAMYSSH,IDNKA,MYSSH,IDN,MYS,0,0,-,-,-,https://iopscience.iop.org/article/10.1088/1755-1315/997/1/012011/pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,No new planned projects visible within the the 2021-2030 The National Electricity Supply Business Plan of the Indonesian government.
TRNIDNKAMYSSK,IDNKA,MYSSK,IDN,MYS,0,0,-,-,-,https://iopscience.iop.org/article/10.1088/1755-1315/997/1/012011/pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,No new planned projects visible within the the 2021-2030 The National Electricity Supply Business Plan of the Indonesian government.
TRNIDNMLIDNPP,IDNML,IDNPP,IDN,IDN,0,0,-,-,-,https://iesr.or.id/wp-content/uploads/2019/04/COMS-PUB-0021_A-Roadmap-for-Indonesia_s-Power-Sector.pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,No mentioning of existing or planned transmission lines outside the Java-Sumatra-Nusa Tenggara boundaries.
TRNIDNMLIDNSL,IDNML,IDNSL,IDN,IDN,0,0,-,-,-,https://iesr.or.id/wp-content/uploads/2019/04/COMS-PUB-0021_A-Roadmap-for-Indonesia_s-Power-Sector.pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,No mentioning of existing or planned transmission lines outside the Java-Sumatra-Nusa Tenggara boundaries.
TRNIDNNUIDNSL,IDNNU,IDNSL,IDN,IDN,0,0,-,-,-,https://iesr.or.id/wp-content/uploads/2019/04/COMS-PUB-0021_A-Roadmap-for-Indonesia_s-Power-Sector.pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,No mentioning of existing or planned transmission lines outside the Java-Sumatra-Nusa Tenggara boundaries.
TRNIDNNUTLSXX,IDNNU,TLSXX,IDN,TLS,0,0,-,-,-,https://www.dfdl.com/wp-content/uploads/2016/03/DFDL_Article_The_future_of_hydropower_development_in_Timor_Leste_Walter_Heiser.pdf,https://www.mdpi.com/1996-1073/12/8/1441,-,Report mentions the interest of facilitating a tie line between West-Timor (Indonesia) and TLS to facilitate the export of hydro-electricity but no concrete plans as of yet that can be found.
TRNIDNPPPNGXX,IDNPP,PNGXX,IDN,PNG,0,0,-,-,-,https://hir.harvard.edu/electrification-in-papua-new-guinea/,-,-,"Papua New Guinea is just undergoing national electrification now, and as a result there are no current or planned interconnections with Indonesia or other countries."
TRNIDNSMMYSPE,IDNSM,MYSPE,IDN,MYS,0,0,-,-,-,https://iopscience.iop.org/article/10.1088/1755-1315/997/1/012011/pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,"There are plans for a potential 500 kV HVDC subsea interconnector between Sumatra and peninsular Malaysia. Althoug pending for years, it does not seem like the project is at a stage yet to include it as definitive 'planned' capacities."
TRNIDNSMSGPXX,IDNSM,SGPXX,IDN,SGP,0,0,-,-,-,https://iopscience.iop.org/article/10.1088/1755-1315/997/1/012011/pdf,https://gatrik.esdm.go.id/assets/uploads/download_index/files/38622-ruptl-pln-2021-2030.pdf,-,"There are plans for a potential 500 kV HVDC subsea interconnector between Sumatra and Singapore. Althoug pending for years, it does not seem like the project is at a stage yet to include it as definitive 'planned' capacities."
TRNINDEAINDNE,INDEA,INDNE,IND,IND,670,670,400;220,-,2023,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,-,670 MW planned transmission capacity is for the 'Birpara/Alipurduar - Salakati 220kV D/c' and 'Siliguri - Bongaigaon 400kV D/c' projects which involves upgrades/modifications of existing lines with assumed later completion year of 2023 (2022-2023 estimate in ISTS Rolling Plan).
TRNINDEAINDNO,INDEA,INDNO,IND,IND,0,0,-,-,-,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,-,-
TRNINDEAINDSO,INDEA,INDSO,IND,IND,0,0,-,-,-,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,-,-
TRNINDEAINDWE,INDEA,INDWE,IND,IND,1600,1600,400,160,2025,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,-,1600 MW planned transmission capacity is for the 'Jeypore - Jagdalpur 400 kV D/c' project with assumed later completion year of 2025 (2024-2025 estimate in ISTS Rolling Plan).
TRNINDEANPLXX,INDEA,NPLXX,IND,NPL,300,300,-,-,2024,https://kathmandupost.com/national/2023/09/21/nepal-india-reach-deal-on-boosting-cross-border-power-transmission,-,Internal 400 kV within Nepal is being build which will allow the NTC for the existing 400 kV line into India (Dhalkebar-Muzaffarpur) to be increased to 1 GW (agreements are in place). This 300 MW of additional NTC is added as new planned capacity for 2024. There are a number of low voltage lines existing between IND and NPL yet are not connected to the main grids and hence not included (capacities are also unknown).,-
TRNINDEANPLXX,INDEA,NPLXX,IND,NPL,2000,2000,400,-,2028,https://myrepublica.nagariknetwork.com/news/india-agrees-to-expedite-construction-of-a-number-of-cross-border-transmission-lines-to-facilitate-bilateral-energy-trade-with-nepal/,"https://kathmandupost.com/national/2023/08/11/construction-of-new-cross-border-power-line-may-start-in-two-months#:~:text=Butwal%2DGorakhpur%20Cross%20Border%20Power%20Transmission%20Limited%20is%20an%20equal,power%20line%20by%20March%202025.",Planned 400 kV line (Duhabi-Purnia) planned for 27/28 (later year assumed) at max 2 GW. ,-
TRNINDNEINDNO,INDNE,INDNO,IND,IND,0,0,-,-,-,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,-,-
TRNINDNEMMRXX,INDNE,MMRXX,IND,MMR,0,0,-,-,-,https://www.reuters.com/business/energy/india-aims-trade-electricity-with-southeast-asia-sources-2023-07-21/,https://thedocs.worldbank.org/en/doc/6bd0c527c8469333b119d88cc0b8b410-0070062023/original/In-The-Dark-Power-Sector-Challenges-in-Myanmar-August2023.pdf,-,"Additional transmission capacity between IND and MMR is considered, with extensions to THA, to among others facilitate trade between India and South-East Asia. No concrete plans as of yet to be found."
TRNINDNOINDWE,INDNO,INDWE,IND,IND,1600,1600,400,260,2024,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,1600 MW planned transmission capacity is for the 'Neemuch-Chittorgarh 400 kV D/c' project with assumed later completion year of 2024 (2023-2024 estimate in ISTS Rolling Plan).,-
TRNINDNOINDWE,INDNO,INDWE,IND,IND,8400,8400,765;765,660;500,2026,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,8400 MW planned transmission capacity is for the 'Neemuch7 (Mandsaur PS) -Jalore 765 kV D/c' and 'Neemuch7 (Mandsaur PS) -Beawar 765 kV D/c' projects with assumed later completion year of 2026 (2025-2026 estimate in ISTS Rolling Plan).,-
TRNINDNOINDWE,INDNO,INDWE,IND,IND,4200,4200,765,-,2028,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,"4200 MW planned transmission capacity is for the 'Chittorgarh-Indore 765 kV D/c' project. No expected completion year can be found for this project. However, considering that its capacity is included in the total 'Capacity by 2027-28' between North and West India in the ISTS Rolling Plan we assume the latest possible completion year following the Plan horizon (2028).",-
TRNINDNONPLXX,INDNO,NPLXX,IND,NPL,0,0,132,-,2024,-,-,New 132 kv line planned for 2024 (Kohalpur-Nanpara) but MW capacity is unkown. There are a number of low voltage lines existing between IND and NPL yet are not connected to the main grids and hence not included (capacities are also unknown).,-
TRNINDNONPLXX,INDNO,NPLXX,IND,NPL,3500,3500,400,-,2025,https://economictimes.indiatimes.com/news/india/india-nepal-agree-to-add-200-mw-to-dhalkebar-muzaffarpur-transmission-line/articleshow/98069969.cms,"https://kathmandupost.com/national/2023/08/11/construction-of-new-cross-border-power-line-may-start-in-two-months#:~:text=Butwal%2DGorakhpur%20Cross%20Border%20Power%20Transmission%20Limited%20is%20an%20equal,power%20line%20by%20March%202025.",-,New 400 kV line (Butwal-Gorakhpur) planned for 2025 at max 3.5 GW.
TRNINDNONPLXX,INDNO,NPLXX,IND,NPL,2000,2000,400,-,2029,https://myrepublica.nagariknetwork.com/news/india-agrees-to-expedite-construction-of-a-number-of-cross-border-transmission-lines-to-facilitate-bilateral-energy-trade-with-nepal/,"https://kathmandupost.com/national/2023/08/11/construction-of-new-cross-border-power-line-may-start-in-two-months#:~:text=Butwal%2DGorakhpur%20Cross%20Border%20Power%20Transmission%20Limited%20is%20an%20equal,power%20line%20by%20March%202025.",Planned 400 kV line (Dodhara-Bareli) planned for 28/29 (later year assumed) at max 2 GW. ,-
TRNINDNOPAKXX,INDNO,PAKXX,IND,PAK,0,0,-,-,-,https://powermin.gov.in/en/content/interconnection-neighbouring-countries,-,-,There is the potential for power exchange between IND and PAK (and this has been tested historically) yet currently no active power exchange.
TRNINDSOINDWE,INDSO,INDWE,IND,IND,4200,4200,765,664,2024,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,4200 MW planned transmission capacity is for the 'Warora Pool - Warangal (New) 765kV D/c' project with assumed later completion year of 2024 (2023-2024 estimate in ISTS Rolling Plan).,-
TRNINDSOINDWE,INDSO,INDWE,IND,IND,4200,4200,765,680,2025,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,4200 MW planned transmission capacity is for the 'Narendra-Pune 765 kV D/c' project with assumed later completion year of 2025 (2024-2025 estimate in ISTS Rolling Plan).,-
TRNINDSOINDWE,INDSO,INDWE,IND,IND,1600,1600,400,187.35,2026,https://www.ctuil.in/uploads/annual_rolling_plan/168302068523ISTS%20Rolling%20plan%202027-28%20-%20Printable%20version.pdf,-,1600 MW planned transmission capacity is for the 'LILO of Narendra - Narendra (New) 400kV (Quad) line at Xeldam (Goa) ' project with assumed later completion year of 2026 (2025-2026 estimate in ISTS Rolling Plan).,-
TRNINDSOLKAXX,INDSO,LKAXX,IND,LKA,500,500,-,-,-,https://economictimes.indiatimes.com/news/india/india-sri-lanka-renew-bid-to-link-power-grids/articleshow/102546949.cms?from=mdr,-,-,-
TRNINDWEOMNXX,INDWE,OMNXX,IND,OMN,0,0,-,-,-,https://www.zawya.com/en/projects/utilities/omans-power-imports-to-hit-1600-mw-with-second-interconnect-dkrmxp8m,-,-,A new link between Oman and Saudi Arabia is being planned but no mentioning as of now for a potential link to India which is a conceptual project that has been researched within the scientific community.
TRNINDWEPAKXX,INDWE,PAKXX,IND,PAK,0,0,-,-,-,https://powermin.gov.in/en/content/interconnection-neighbouring-countries,-,-,There is the potential for power exchange between IND and PAK (and this has been tested historically) yet currently no active power exchange nor any pending developments mentioned on the website of the ministry of power of the Indian government.
TRNINDWESAUXX,INDWE,SAUXX,IND,SAU,0,0,-,-,-,https://www.siasat.com/india-planning-power-grid-with-saudi-arabia-uae-via-undersea-cable-2576846/,https://reglobal.org/saudi-arabia-strengthens-transmission-ties-with-neighbours/,-,"No existing or planned capacity as of yet, but a subsea transmission line is being considered between both countries as part of the One Sun, One World, One Grid initiative."
TRNIRNXXIRQXX,IRNXX,IRQXX,IRN,IRQ,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNIRNXXOMNXX,IRNXX,OMNXX,IRN,OMN,0,0,-,-,-,https://www.zawya.com/en/projects/utilities/omans-power-imports-to-hit-1600-mw-with-second-interconnect-dkrmxp8m,-,-,A new link between Oman and Saudi Arabia is being planned but no mentioning as of now for a potential link to Iran which is a conceptual project that has been researched within the scientific community only.
TRNIRNXXPAKXX,IRNXX,PAKXX,IRN,PAK,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNIRNXXTKMXX,IRNXX,TKMXX,IRN,TKM,500,500,500,-,-,https://unece.org/sites/default/files/2023-11/EN_Energy%20Connectivity%20in%20Central%20Asia_V2.pdf,https://orient.tm/en/post/54478/capacity-power-transmission-systems-between-iran-and-turkmenistan-will-double,-,New HVDC back-to-back connection between IRN and TKM is being planned yet no expected commissioning year has been found.
TRNIRNXXTURXX,IRNXX,TURXX,IRN,TUR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNIRQXXJORXX,IRQXX,JORXX,IRQ,JOR,500,500,-,-,-,https://www.enerdata.net/jordan-projects-electricity-transmission.html,-,-,-
TRNIRQXXKWTXX,IRQXX,KWTXX,IRQ,KWT,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNIRQXXSAUXX,IRQXX,SAUXX,IRQ,SAU,1000,1000,400,435,2024,https://renewablewatch.in/2023/08/30/transmission-ties-saudi-arabias-regional-connections/,-,-,-
TRNIRQXXSYRXX,IRQXX,SYRXX,IRQ,SYR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNIRQXXTURXX,IRQXX,TURXX,IRQ,TUR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNISRXXJORXX,ISRXX,JORXX,ISR,JOR,0,600,-,-,-,https://www.gov.il/en/departments/news/press_081122,-,-,-
TRNISRXXLBNXX,ISRXX,LBNXX,ISR,LBN,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNISRXXSYRXX,ISRXX,SYRXX,ISR,SYR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
